lag_3,lag_2,lag_1
0.015444015444015441,0.02702702702702703,0.05405405405405403
0.02702702702702703,0.05405405405405403,0.04826254826254825
0.05405405405405403,0.04826254826254825,0.03281853281853281
0.04826254826254825,0.03281853281853281,0.05984555984555981
0.03281853281853281,0.05984555984555981,0.08494208494208491
0.05984555984555981,0.08494208494208491,0.08494208494208491
0.08494208494208491,0.08494208494208491,0.06177606177606179
0.08494208494208491,0.06177606177606179,0.028957528957528955
0.06177606177606179,0.028957528957528955,0.0
0.028957528957528955,0.0,0.02702702702702703
0.0,0.02702702702702703,0.02123552123552122
0.02702702702702703,0.02123552123552122,0.04247104247104247
0.02123552123552122,0.04247104247104247,0.07142857142857142
0.04247104247104247,0.07142857142857142,0.05984555984555981
0.07142857142857142,0.05984555984555981,0.04054054054054054
0.05984555984555981,0.04054054054054054,0.08687258687258684
0.04054054054054054,0.08687258687258684,0.1274131274131274
0.08687258687258684,0.1274131274131274,0.1274131274131274
0.1274131274131274,0.1274131274131274,0.10424710424710423
0.1274131274131274,0.10424710424710423,0.055984555984555956
0.10424710424710423,0.055984555984555956,0.019305019305019294
0.055984555984555956,0.019305019305019294,0.0694980694980695
0.019305019305019294,0.0694980694980695,0.07915057915057913
0.0694980694980695,0.07915057915057913,0.08880308880308882
0.07915057915057913,0.08880308880308882,0.14285714285714288
0.08880308880308882,0.14285714285714288,0.11389961389961387
0.14285714285714288,0.11389961389961387,0.13127413127413126
0.11389961389961387,0.13127413127413126,0.14285714285714288
0.13127413127413126,0.14285714285714288,0.1833976833976834
0.14285714285714288,0.1833976833976834,0.1833976833976834
0.1833976833976834,0.1833976833976834,0.15444015444015444
0.1833976833976834,0.15444015444015444,0.11196911196911194
0.15444015444015444,0.11196911196911194,0.08108108108108106
0.11196911196911194,0.08108108108108106,0.1196911196911197
0.08108108108108106,0.1196911196911197,0.12934362934362933
0.1196911196911197,0.12934362934362933,0.14671814671814673
0.12934362934362933,0.14671814671814673,0.17181467181467183
0.14671814671814673,0.17181467181467183,0.14864864864864866
0.17181467181467183,0.14864864864864866,0.1525096525096525
0.14864864864864866,0.1525096525096525,0.22007722007722005
0.1525096525096525,0.22007722007722005,0.24324324324324323
0.22007722007722005,0.24324324324324323,0.26640926640926643
0.24324324324324323,0.26640926640926643,0.20270270270270271
0.26640926640926643,0.20270270270270271,0.16795366795366792
0.20270270270270271,0.16795366795366792,0.13127413127413126
0.16795366795366792,0.13127413127413126,0.17374517374517376
0.13127413127413126,0.17374517374517376,0.1776061776061776
0.17374517374517376,0.1776061776061776,0.1776061776061776
0.1776061776061776,0.1776061776061776,0.25482625482625487
0.1776061776061776,0.25482625482625487,0.25289575289575295
0.25482625482625487,0.25289575289575295,0.2413127413127413
0.25289575289575295,0.2413127413127413,0.26833976833976836
0.2413127413127413,0.26833976833976836,0.3088803088803088
0.26833976833976836,0.3088803088803088,0.32432432432432434
0.3088803088803088,0.32432432432432434,0.2567567567567568
0.32432432432432434,0.2567567567567568,0.20656370656370657
0.2567567567567568,0.20656370656370657,0.14671814671814673
0.20656370656370657,0.14671814671814673,0.18725868725868725
0.14671814671814673,0.18725868725868725,0.19305019305019303
0.18725868725868725,0.19305019305019303,0.16216216216216214
0.19305019305019303,0.16216216216216214,0.25289575289575295
0.16216216216216214,0.25289575289575295,0.23745173745173745
0.25289575289575295,0.23745173745173745,0.2509652509652509
0.23745173745173745,0.2509652509652509,0.3088803088803088
0.2509652509652509,0.3088803088803088,0.38223938223938225
0.3088803088803088,0.38223938223938225,0.3648648648648648
0.38223938223938225,0.3648648648648648,0.2992277992277992
0.3648648648648648,0.2992277992277992,0.2413127413127413
0.2992277992277992,0.2413127413127413,0.1911196911196911
0.2413127413127413,0.1911196911196911,0.2413127413127413
0.1911196911196911,0.2413127413127413,0.26640926640926643
0.2413127413127413,0.26640926640926643,0.249034749034749
0.26640926640926643,0.249034749034749,0.3146718146718146
0.249034749034749,0.3146718146718146,0.31853281853281845
0.3146718146718146,0.31853281853281845,0.3204633204633204
0.31853281853281845,0.3204633204633204,0.4073359073359073
0.3204633204633204,0.4073359073359073,0.5019305019305019
0.4073359073359073,0.5019305019305019,0.46911196911196906
0.5019305019305019,0.46911196911196906,0.4015444015444015
0.46911196911196906,0.4015444015444015,0.3281853281853282
0.4015444015444015,0.3281853281853282,0.2567567567567568
0.3281853281853282,0.2567567567567568,0.3359073359073359
0.2567567567567568,0.3359073359073359,0.34749034749034746
0.3359073359073359,0.34749034749034746,0.333976833976834
0.34749034749034746,0.333976833976834,0.41119691119691115
0.333976833976834,0.41119691119691115,0.40347490347490345
0.41119691119691115,0.40347490347490345,0.4131274131274131
0.40347490347490345,0.4131274131274131,0.5212355212355212
0.4131274131274131,0.5212355212355212,0.5965250965250966
0.5212355212355212,0.5965250965250966,0.581081081081081
0.5965250965250966,0.581081081081081,0.4845559845559845
0.581081081081081,0.4845559845559845,0.38996138996138996
0.4845559845559845,0.38996138996138996,0.3223938223938224
0.38996138996138996,0.3223938223938224,0.38996138996138996
0.3223938223938224,0.38996138996138996,0.4073359073359073
0.38996138996138996,0.4073359073359073,0.3803088803088803
0.4073359073359073,0.3803088803088803,0.4864864864864865
0.3803088803088803,0.4864864864864865,0.471042471042471
0.4864864864864865,0.471042471042471,0.4845559845559845
0.471042471042471,0.4845559845559845,0.6138996138996139
0.4845559845559845,0.6138996138996139,0.6969111969111969
0.6138996138996139,0.6969111969111969,0.7007722007722007
0.6969111969111969,0.7007722007722007,0.5791505791505791
0.7007722007722007,0.5791505791505791,0.46911196911196906
0.5791505791505791,0.46911196911196906,0.38803088803088803
0.46911196911196906,0.38803088803088803,0.44787644787644787
0.38803088803088803,0.44787644787644787,0.4555984555984556
0.44787644787644787,0.4555984555984556,0.4131274131274131
0.4555984555984556,0.4131274131274131,0.4980694980694981
0.4131274131274131,0.4980694980694981,0.471042471042471
0.4980694980694981,0.471042471042471,0.5
0.471042471042471,0.5,0.6389961389961389
